open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
1737622800000,102215.75000000,102467.73000000,101650.00000000,101672.01000000,896.38504000,1737626399999,91468282.46711580,151299,351.96311000,35915697.58758720,0
1737626400000,101672.00000000,102072.72000000,101262.28000000,101683.61000000,1022.21944000,1737629999999,103925249.63721830,175864,454.12696000,46186846.15796480,0
1737630000000,101683.61000000,102195.03000000,101683.60000000,101944.49000000,682.04550000,1737633599999,69544461.86747000,127241,405.50862000,41344779.89046720,0
1737633600000,101944.50000000,102135.05000000,101401.31000000,101635.58000000,878.62297000,1737637199999,89347185.40186510,171885,428.32480000,43568460.63076300,0
1737637200000,101635.59000000,102709.93000000,101281.62000000,102512.28000000,1288.57422000,1737640799999,131446435.84516840,254015,720.12341000,73481010.59008010,0
1737640800000,102512.28000000,106050.86000000,101989.81000000,105213.50000000,5857.46597000,1737644399999,612579991.31930850,615172,3092.69504000,323422577.56120430,0
1737644400000,105213.60000000,105792.00000000,102643.49000000,105263.52000000,9216.36495000,1737647999999,960365816.73085720,890001,4606.40355000,480178324.89132000,0
1737648000000,105263.52000000,106850.00000000,105028.00000000,105139.18000000,5160.86951000,1737651599999,546488855.37758700,548004,2718.25916000,287863118.01286890,0
1737651600000,105139.18000000,106230.42000000,104211.00000000,105927.78000000,1979.38581000,1737655199999,208251810.86726190,315021,926.36374000,97456759.61939160,0
1737655200000,105927.78000000,106142.46000000,105100.00000000,105424.39000000,1193.91319000,1737658799999,126035258.19242470,211588,538.95144000,56897565.36116700,0
1737658800000,105424.39000000,105514.73000000,103399.98000000,103770.04000000,1841.09666000,1737662399999,192366606.98221610,344311,852.14845000,89049119.12269030,0
1737662400000,103770.05000000,106421.03000000,102559.20000000,103284.48000000,9302.16037000,1737665999999,973636466.63081840,1049130,4842.74816000,507086390.87091220,0
1737666000000,103284.01000000,103410.57000000,102195.70000000,103079.08000000,2569.80136000,1737669599999,264332753.01715390,378424,1354.33668000,139345899.59497090,0
1737669600000,103079.08000000,104700.00000000,102981.07000000,103978.82000000,1845.24984000,1737673199999,191685785.57572510,222354,924.73592000,96055987.60041050,0
1737673200000,103978.82000000,104544.48000000,103776.06000000,103910.34000000,723.19154000,1737676799999,75348083.78656490,125006,349.97517000,36474269.19102390,0
1737676800000,103910.35000000,104157.98000000,103424.58000000,103446.62000000,794.72778000,1737680399999,82444676.97525620,133459,349.16997000,36228241.57849690,0
1737680400000,103446.62000000,103900.00000000,103039.87000000,103234.30000000,733.04731000,1737683999999,75824339.20906900,146094,348.63934000,36065884.79686390,0
1737684000000,103234.30000000,103545.39000000,102956.72000000,103016.01000000,790.61956000,1737687599999,81631806.56122240,155032,418.90367000,43257311.24113930,0
1737687600000,103016.00000000,104298.00000000,102750.00000000,103891.75000000,1466.83904000,1737691199999,152022009.13537670,273614,726.19850000,75265443.14565200,0
1737691200000,103891.75000000,104924.40000000,103804.77000000,104631.99000000,924.65561000,1737694799999,96455681.22969440,183618,486.72071000,50778732.72430190,0
1737694800000,104631.98000000,105262.13000000,104543.21000000,105222.15000000,885.69764000,1737698399999,92924057.60889340,198296,513.42565000,53872912.57429330,0
1737698400000,105222.15000000,105355.00000000,104628.00000000,104991.01000000,677.90826000,1737701999999,71138482.18688770,157041,303.55656000,31847363.52570580,0
1737702000000,104991.01000000,105181.82000000,104660.00000000,105046.80000000,654.23540000,1737705599999,68628930.30088020,152760,344.61661000,36149690.28160280,0
1737705600000,105046.79000000,105650.00000000,104922.41000000,105500.76000000,938.64874000,1737709199999,98896263.69096730,167520,485.69586000,51176193.87571690,0
1737709200000,105500.76000000,105759.00000000,105053.80000000,105146.67000000,853.12570000,1737712799999,89925047.67543340,167084,397.80650000,41926943.88336430,0
1737712800000,105146.67000000,105428.00000000,105051.46000000,105416.75000000,671.89744000,1737716399999,70717425.62250620,132382,357.14656000,37587753.90802250,0
1737716400000,105416.75000000,105527.69000000,105214.15000000,105420.10000000,516.72232000,1737719999999,54441860.48338570,102436,244.63458000,25771820.65439090,0
1737720000000,105420.11000000,105586.29000000,105183.65000000,105526.58000000,627.41495000,1737723599999,66122081.26908530,127885,306.68639000,32324351.17558350,0
1737723600000,105526.58000000,105793.61000000,104982.03000000,105118.07000000,752.61070000,1737727199999,79219527.46625400,164696,347.10059000,36538661.51325090,0
1737727200000,105118.06000000,106321.66000000,104669.17000000,105758.00000000,2210.34491000,1737730799999,233358972.53676100,442447,1235.55201000,130491254.90763430,0
1737730800000,105758.00000000,105990.50000000,105259.49000000,105859.98000000,1331.94447000,1737734399999,140829978.68161290,383961,635.41467000,67168879.80141010,0
1737734400000,105859.99000000,106174.99000000,105589.00000000,105645.89000000,1432.51588000,1737737999999,151808343.47753820,288984,735.62859000,77946778.33926940,0
1737738000000,105645.88000000,106699.99000000,105612.00000000,106458.46000000,1372.53034000,1737741599999,145866297.59499750,252133,775.11961000,82386380.48290570,0
1737741600000,106458.47000000,107120.00000000,106056.95000000,106327.72000000,1755.13607000,1737745199999,187371850.14151700,318926,970.88812000,103676766.30422360,0
1737745200000,106327.31000000,106606.01000000,105687.00000000,105760.94000000,923.18803000,1737748799999,97943495.17239500,210331,386.80828000,41051869.69214220,0
1737748800000,105760.93000000,105781.00000000,104736.84000000,104859.11000000,1341.56971000,1737752399999,141150573.14924700,283643,579.65755000,60992692.81128340,0
1737752400000,104859.40000000,105391.47000000,104859.40000000,105124.61000000,748.98359000,1737755999999,78750320.92166420,141416,379.75750000,39926063.41180420,0
1737756000000,105124.61000000,105477.00000000,104706.08000000,104777.25000000,540.29145000,1737759599999,56802028.96227710,86922,230.73544000,24258454.10057620,0
1737759600000,104777.25000000,104925.20000000,104456.89000000,104870.50000000,664.58527000,1737763199999,69544524.32082620,128206,333.59724000,34910578.61883460,0
1737763200000,104870.51000000,104870.51000000,104361.89000000,104419.59000000,772.42555000,1737766799999,80797302.15371250,140243,323.36658000,33831780.16216480,0
1737766800000,104419.58000000,104815.01000000,104380.15000000,104738.00000000,449.96362000,1737770399999,47086906.58598640,83341,271.28278000,28384640.85497730,0
1737770400000,104738.01000000,104830.27000000,104473.67000000,104559.54000000,266.96726000,1737773999999,27933200.64015400,55827,134.95024000,14120505.44295720,0
1737774000000,104559.54000000,105280.82000000,104461.00000000,105202.40000000,540.50196000,1737777599999,56678531.75420250,80904,326.50903000,34240764.45118620,0
1737777600000,105202.40000000,105202.40000000,104620.00000000,104648.00000000,332.21617000,1737781199999,34848622.67728900,55632,142.80271000,14981354.86666430,0
1737781200000,104647.99000000,104701.18000000,104236.95000000,104365.97000000,368.22303000,1737784799999,38473550.39300040,90274,160.78670000,16802720.89047980,0
1737784800000,104365.96000000,104480.00000000,104216.81000000,104308.00000000,464.86744000,1737788399999,48495207.30475820,96784,198.34378000,20692110.40311720,0
1737788400000,104308.00000000,104523.25000000,104287.24000000,104385.98000000,241.89788000,1737791999999,25256760.37150820,60647,126.66502000,13224613.58218750,0
1737792000000,104385.99000000,104497.54000000,104135.71000000,104341.98000000,360.18470000,1737795599999,37578422.42967800,65624,170.86080000,17827150.14893180,0
1737795600000,104341.99000000,104450.48000000,104276.41000000,104366.63000000,262.45644000,1737799199999,27389056.30835380,57186,147.42714000,15384687.38167610,0
1737799200000,104366.62000000,104661.04000000,104106.09000000,104540.00000000,367.66841000,1737802799999,38366178.56586880,92388,191.33493000,19969454.82890980,0
1737802800000,104540.00000000,104700.01000000,104391.27000000,104670.99000000,264.28735000,1737806399999,27631716.33079010,54480,132.57544000,13862177.09522480,0
1737806400000,104670.99000000,104792.00000000,104456.00000000,104753.07000000,258.87101000,1737809999999,27084289.94224170,63138,141.22263000,14777986.77611870,0
1737810000000,104753.08000000,104868.00000000,104629.31000000,104717.04000000,395.63454000,1737813599999,41453717.01230710,74246,226.30494000,23712859.57636920,0
1737813600000,104717.05000000,104721.99000000,104473.16000000,104600.01000000,268.90837000,1737817199999,28122029.15473610,64958,114.78547000,12003681.57071470,0
1737817200000,104600.00000000,105111.11000000,104594.01000000,104897.79000000,540.70270000,1737820799999,56707869.31974490,112985,262.25319000,27502157.04922820,0
1737820800000,104897.79000000,104989.49000000,104591.67000000,104654.90000000,424.39657000,1737824399999,44465354.21875480,94172,192.26343000,20146625.44818590,0
1737824400000,104654.91000000,104934.39000000,104449.75000000,104899.71000000,546.35715000,1737827999999,57197983.56100340,90143,292.42323000,30614509.98674370,0
1737828000000,104899.72000000,105286.52000000,104843.25000000,104983.49000000,486.25249000,1737831599999,51069802.08745380,82632,205.97192000,21633505.31787940,0
1737831600000,104983.50000000,105187.50000000,104909.09000000,105055.16000000,374.57154000,1737835199999,39356676.10694200,53910,190.20116000,19984511.02231960,0
1737835200000,105055.16000000,105200.00000000,104965.70000000,104965.71000000,216.43100000,1737838799999,22743789.06195230,48214,99.41953000,10448024.44798380,0
1737838800000,104965.71000000,105123.50000000,104866.66000000,105102.84000000,391.43699000,1737842399999,41090700.48576180,48462,227.10609000,23841883.71476740,0
1737842400000,105102.84000000,105250.00000000,105004.53000000,105077.54000000,221.14763000,1737845999999,23250258.69362060,45116,87.83858000,9235486.53602940,0
1737846000000,105077.54000000,105134.90000000,104696.00000000,104746.85000000,251.95397000,1737849599999,26433606.19798130,59459,95.90906000,10061804.82127980,0
1737849600000,104746.86000000,104841.84000000,104515.44000000,104599.96000000,379.34566000,1737853199999,39714619.86894370,52219,164.76897000,17250948.94868230,0
1737853200000,104599.95000000,104772.00000000,104503.70000000,104621.37000000,307.90424000,1737856799999,32211746.91530690,49791,164.56313000,17216097.72387610,0
1737856800000,104621.37000000,104718.16000000,104520.03000000,104696.25000000,174.90631000,1737860399999,18296733.61856490,45570,94.03395000,9836712.06094040,0
1737860400000,104696.25000000,105273.24000000,104696.24000000,105062.42000000,453.45121000,1737863999999,47615973.84834710,79757,300.77135000,31578045.12050800,0
1737864000000,105062.41000000,105500.00000000,104978.82000000,105174.27000000,472.09784000,1737867599999,49672035.36784950,88215,284.17132000,29897342.70589530,0
1737867600000,105174.28000000,105200.00000000,105013.60000000,105094.12000000,304.64182000,1737871199999,32016928.31729960,44196,150.90479000,15860486.82084440,0
1737871200000,105094.13000000,105118.78000000,104959.20000000,104990.75000000,243.85071000,1737874799999,25613774.87974700,38217,78.02352000,8195904.56170890,0
1737874800000,104990.75000000,105100.00000000,104950.00000000,104998.35000000,208.35672000,1737878399999,21877211.70570180,41775,118.88131000,12482408.19726290,0
1737878400000,104998.36000000,105221.36000000,104863.31000000,105030.40000000,283.50224000,1737881999999,29780755.08530800,63281,166.45833000,17488648.10549790,0
1737882000000,105030.40000000,105030.41000000,104444.01000000,104630.03000000,621.23723000,1737885599999,65011249.58065170,91103,251.01916000,26265795.96457330,0
1737885600000,104630.02000000,104722.90000000,104500.00000000,104715.29000000,252.60356000,1737889199999,26422956.05364310,50517,130.27092000,13626973.56816940,0
1737889200000,104715.29000000,104847.69000000,104662.05000000,104818.69000000,183.22383000,1737892799999,19195180.23274360,55259,83.44011000,8741300.24958240,0
1737892800000,104818.68000000,104890.00000000,104703.58000000,104890.00000000,194.47816000,1737896399999,20375052.35346220,37067,99.33957000,10408397.26838270,0
1737896400000,104890.00000000,105126.11000000,104838.43000000,104961.73000000,523.63296000,1737899999999,54959511.30553590,72377,354.97091000,37260247.18400960,0
1737900000000,104961.74000000,105003.54000000,104804.00000000,104944.00000000,213.25317000,1737903599999,22370818.60304230,53532,101.79361000,10679228.26915360,0
1737903600000,104944.00000000,105093.22000000,104887.70000000,104967.01000000,205.59370000,1737907199999,21589968.03863440,50990,104.52539000,10976838.20536060,0
1737907200000,104967.02000000,105040.64000000,104896.00000000,104938.02000000,165.96771000,1737910799999,17420272.31365720,45096,63.19740000,6633437.40605030,0
1737910800000,104938.01000000,105050.00000000,104912.53000000,104945.11000000,182.38164000,1737914399999,19146322.37462990,40521,91.91355000,9649009.60797110,0
1737914400000,104945.12000000,105260.36000000,104906.89000000,105175.11000000,355.09947000,1737917999999,37334157.77355190,68454,192.27284000,20216049.29011370,0
1737918000000,105175.11000000,105240.00000000,105040.00000000,105081.63000000,162.98620000,1737921599999,17132108.04666860,34771,61.84716000,6500766.30054020,0
1737921600000,105081.64000000,105200.00000000,104918.52000000,104949.99000000,206.60846000,1737925199999,21703985.75946110,45628,71.42203000,7503364.05779490,0
1737925200000,104949.99000000,105006.00000000,104552.48000000,104557.19000000,392.99714000,1737928799999,41179152.59932140,76079,155.39437000,16281615.66601830,0
1737928800000,104557.19000000,104730.98000000,104300.01000000,104330.22000000,499.61588000,1737932399999,52207135.67689200,89461,189.05004000,19756644.52291720,0
1737932400000,104330.21000000,104330.21000000,102520.44000000,102620.00000000,2824.77652000,1737935999999,291504715.15258850,499135,1169.13874000,120564828.53029620,0
1737936000000,102620.01000000,103260.00000000,101600.00000000,101728.00000000,2400.53641000,1737939599999,245883668.01618930,468018,1045.32940000,107124790.43707800,0
1737939600000,101728.00000000,102085.04000000,101168.80000000,101308.29000000,2370.58762000,1737943199999,240890762.72730170,425391,1115.70970000,113399793.27090780,0
1737943200000,101308.29000000,101688.00000000,100835.25000000,101000.00000000,2318.03151000,1737946799999,234523363.04958510,401695,1014.93216000,102706196.02062470,0
1737946800000,100999.99000000,101858.19000000,100720.53000000,101395.64000000,1264.73165000,1737950399999,128171699.44590950,208548,570.97865000,57874767.30684670,0
1737950400000,101395.64000000,101399.99000000,100227.01000000,100410.04000000,2009.08815000,1737953999999,202363345.05720220,318355,717.62944000,72283608.84455490,0
1737954000000,100410.04000000,100732.00000000,99713.37000000,100374.08000000,2629.73313000,1737957599999,263455078.10376830,311773,1053.11127000,105572713.23924690,0
1737957600000,100374.07000000,100491.99000000,98721.00000000,98956.32000000,3833.59486000,1737961199999,381513773.81541610,424650,1642.60462000,163509449.42001350,0
1737961200000,98956.31000000,99415.92000000,97777.77000000,99048.02000000,4179.21805000,1737964799999,412032758.20439230,521282,1917.84505000,189155712.16099630,0
1737964800000,99048.01000000,99367.73000000,98700.00000000,99043.77000000,1840.48751000,1737968399999,182223633.12164500,351212,901.79362000,89292047.40544490,0
1737968400000,99043.78000000,99533.33000000,98800.00000000,99424.38000000,1569.86580000,1737971999999,155746673.93935140,300770,827.64752000,82112430.00713780,0
1737972000000,99424.37000000,99454.76000000,98263.49000000,98392.74000000,1793.67761000,1737975599999,177275476.28727920,378087,725.35485000,71689444.12505780,0
1737975600000,98392.74000000,99362.03000000,98324.01000000,98761.13000000,1586.35827000,1737979199999,156864473.09550800,310671,833.70793000,82451831.32275210,0
1737979200000,98761.12000000,100910.27000000,98714.28000000,100619.68000000,2164.86447000,1737982799999,216018214.40047190,394235,1210.56074000,120846396.66851450,0
1737982800000,100619.68000000,101666.66000000,100000.00000000,100483.99000000,3735.69795000,1737986399999,377093703.00254600,658901,1829.09475000,184708243.70500680,0
1737986400000,100483.98000000,102317.94000000,100105.54000000,101920.89000000,3112.55474000,1737989999999,315056850.36002640,678052,1660.20020000,168135251.02354080,0
1737990000000,101920.88000000,102118.49000000,100852.00000000,101112.03000000,2332.95744000,1737993599999,236973467.75370670,504521,1031.38461000,104765482.98562840,0
1737993600000,101112.03000000,101250.56000000,99566.25000000,99744.00000000,2339.06542000,1737997199999,234715661.97735280,547396,935.72013000,93841454.80545960,0
1737997200000,99744.00000000,100050.02000000,99049.98000000,99150.01000000,1752.65969000,1738000799999,174442310.95720460,368393,802.87601000,79917952.06103080,0
1738000800000,99150.01000000,99753.89000000,98864.00000000,99180.00000000,1546.97033000,1738004399999,153519165.73650570,331675,593.64391000,58943527.88450820,0
1738004400000,99180.00000000,99952.00000000,99175.03000000,99700.02000000,1234.90229000,1738007999999,122894336.89582150,301922,631.27762000,62832156.01953730,0
1738008000000,99700.01000000,101750.40000000,99606.46000000,101386.50000000,1537.60168000,1738011599999,154997760.63621180,356855,780.94080000,78663216.98408560,0
1738011600000,101386.11000000,102405.00000000,100954.00000000,101349.67000000,1827.57602000,1738015199999,186022403.41363050,450784,924.21786000,94099236.73977810,0
1738015200000,101349.67000000,101961.09000000,101277.77000000,101637.18000000,548.21078000,1738018799999,55702293.92006970,154450,287.65571000,29231338.98175480,0
1738018800000,101637.18000000,102183.21000000,101637.18000000,102082.83000000,829.16272000,1738022399999,84505448.91214830,201274,475.00778000,48412719.42238750,0
1738022400000,102082.83000000,102892.00000000,101777.00000000,101856.01000000,1185.97000000,1738025999999,121378707.18914030,257265,572.97025000,58660481.13466690,0
1738026000000,101856.00000000,102000.00000000,101382.66000000,101382.67000000,818.89033000,1738029599999,83266409.40373190,172318,409.21308000,41606017.17081300,0
1738029600000,101382.66000000,102436.79000000,101334.55000000,102402.01000000,820.01441000,1738033199999,83531734.14235190,214009,382.27873000,38958090.37859380,0
1738033200000,102402.01000000,102880.00000000,102026.02000000,102636.32000000,845.36163000,1738036799999,86637126.83406380,188865,384.47117000,39411091.40734250,0
1738036800000,102636.32000000,103371.24000000,102600.00000000,102901.45000000,842.31078000,1738040399999,86779990.68517450,170902,446.54118000,46007724.88470370,0
1738040400000,102901.45000000,103339.61000000,102812.90000000,103014.59000000,600.32769000,1738043999999,61887292.31120910,114213,276.05844000,28459960.28596230,0
1738044000000,103014.60000000,103200.00000000,102599.20000000,102744.38000000,464.09702000,1738047599999,47737229.84598030,114599,177.92731000,18303508.27565660,0
1738047600000,102744.39000000,103343.65000000,102527.39000000,102789.72000000,747.72197000,1738051199999,76975554.29767160,143313,398.31676000,41005095.55715560,0
1738051200000,102789.72000000,103028.53000000,102607.34000000,102851.23000000,428.04639000,1738054799999,44001834.96521630,145995,198.84160000,20439616.59389310,0
1738054800000,102851.23000000,102965.28000000,102393.94000000,102955.99000000,668.40201000,1738058399999,68633622.73966210,154511,305.69023000,31394232.81519310,0
1738058400000,102955.99000000,103181.82000000,102600.79000000,102745.36000000,480.98824000,1738061999999,49498776.86290190,117452,238.67218000,24562414.56482460,0
1738062000000,102745.37000000,102943.07000000,102564.77000000,102762.01000000,474.16550000,1738065599999,48727585.48543940,118595,264.47746000,27178061.26701980,0
1738065600000,102762.02000000,102988.60000000,102476.63000000,102599.99000000,532.30825000,1738069199999,54666621.32082390,170308,272.01382000,27937762.57218420,0
1738069200000,102599.99000000,102938.71000000,102482.35000000,102597.36000000,415.81567000,1738072799999,42703857.68187090,142302,211.86428000,21760222.48336960,0
1738072800000,102597.37000000,102891.33000000,101815.26000000,102641.99000000,1942.83069000,1738076399999,198919419.40575870,464932,931.05257000,95332943.91066100,0
1738076400000,102642.00000000,103800.00000000,102504.00000000,102777.99000000,2215.49639000,1738079999999,228556325.27894630,531227,1214.18516000,125284750.52041120,0
1738080000000,102777.99000000,102907.98000000,101906.24000000,102250.01000000,1546.13479000,1738083599999,158203220.65334750,411702,748.18991000,76556179.73232510,0
1738083600000,102250.01000000,103098.00000000,102220.07000000,102572.82000000,1402.30003000,1738087199999,144012107.20276350,320346,783.86334000,80494823.23056810,0
1738087200000,102572.82000000,103108.00000000,102160.00000000,102205.79000000,1038.92770000,1738090799999,106679512.95121090,298538,478.76405000,49165905.85856750,0
1738090800000,102205.78000000,102660.00000000,101820.15000000,102424.24000000,708.69151000,1738094399999,72419298.17495720,216844,326.07688000,33319964.21908060,0
1738094400000,102424.24000000,102538.00000000,101197.04000000,101264.48000000,965.13217000,1738097999999,98229550.55784820,228050,378.78492000,38566671.49019610,0
1738098000000,101264.02000000,101547.22000000,100272.68000000,100334.01000000,1374.70182000,1738101599999,138762386.37066640,296940,611.43247000,61747887.92154960,0
1738101600000,100334.00000000,101404.00000000,100274.96000000,101265.63000000,856.17912000,1738105199999,86302350.71267200,251382,444.45486000,44800818.24175740,0
1738105200000,101265.63000000,101450.00000000,100750.00000000,101335.52000000,647.24354000,1738108799999,65466808.96280060,184036,300.50676000,30403425.77549220,0
1738108800000,101335.52000000,101819.67000000,101328.01000000,101702.59000000,503.58708000,1738112399999,51144558.32696700,142161,262.71711000,26680815.39537190,0
1738112400000,101702.60000000,101993.68000000,101461.12000000,101845.02000000,465.55965000,1738115999999,47367245.10605510,123184,200.05603000,20359886.04076180,0
1738116000000,101845.02000000,102319.69000000,101696.01000000,101795.40000000,365.79734000,1738119599999,37304093.16738220,102966,174.43982000,17794798.96779260,0
1738119600000,101795.41000000,102162.80000000,101764.24000000,102038.20000000,361.43929000,1738123199999,36862100.79762590,100793,142.46585000,14528713.47447350,0
1738123200000,102038.21000000,102190.00000000,101955.51000000,102001.06000000,323.51148000,1738126799999,33023333.00930130,77566,135.56352000,13839237.04637190,0
1738126800000,102001.06000000,102384.61000000,101980.27000000,102262.00000000,414.72434000,1738130399999,42393780.33631690,73576,232.97532000,23814684.05027090,0
1738130400000,102262.00000000,102853.53000000,102237.05000000,102801.64000000,572.47612000,1738133999999,58707843.31598960,114079,354.82097000,36387818.91438230,0
1738134000000,102801.64000000,102815.66000000,102449.97000000,102755.82000000,453.49449000,1738137599999,46523261.17309370,109430,219.38386000,22507719.95310550,0
1738137600000,102755.81000000,103000.00000000,102680.00000000,102732.03000000,527.67437000,1738141199999,54272513.69002360,125725,285.84634000,29404502.76689310,0
1738141200000,102732.03000000,102770.00000000,102303.68000000,102334.40000000,636.15136000,1738144799999,65226186.91197000,137657,307.72233000,31555447.58165870,0
1738144800000,102334.41000000,102726.77000000,102180.65000000,102547.01000000,380.52460000,1738148399999,39004031.62524230,87474,201.78691000,20684829.11888840,0
1738148400000,102547.01000000,102809.52000000,102425.87000000,102646.00000000,665.36345000,1738151999999,68241920.85870200,90751,452.88877000,46443726.76315680,0
1738152000000,102646.00000000,102842.04000000,102220.13000000,102229.85000000,788.66391000,1738155599999,80877867.69371830,147281,430.51357000,44157049.10439310,0
1738155600000,102229.85000000,102330.81000000,101699.59000000,101836.23000000,1753.23136000,1738159199999,178838546.81750880,244056,611.27353000,62333383.07730770,0
1738159200000,101836.23000000,102380.00000000,101582.37000000,102029.93000000,1034.80608000,1738162799999,105547702.27222680,307235,523.95295000,53434682.06565550,0
1738162800000,102029.94000000,102531.64000000,101798.01000000,101980.78000000,805.96141000,1738166399999,82304286.94803400,320039,403.47843000,41211136.35172420,0
1738166400000,101980.78000000,102150.00000000,101675.62000000,102092.01000000,630.14712000,1738169999999,64244836.54094420,220703,335.81784000,34241058.37265450,0
1738170000000,102092.00000000,102777.78000000,101995.37000000,102406.98000000,812.35271000,1738173599999,83245446.98109260,209427,352.52127000,36115553.04538210,0
1738173600000,102406.97000000,103000.00000000,102008.00000000,102854.15000000,941.94334000,1738177199999,96648978.12681850,257948,515.75974000,52928946.53518700,0
1738177200000,102854.14000000,103999.00000000,101400.01000000,103583.99000000,4875.47463000,1738180799999,501228964.78677390,881888,2605.58131000,268018773.06530510,0
1738180800000,103584.00000000,104782.68000000,102868.00000000,104193.93000000,2958.23804000,1738184399999,307556477.63793280,632949,1565.51933000,162817273.71877430,0
1738184400000,104193.92000000,104393.93000000,103715.50000000,103741.11000000,1513.96665000,1738187999999,157553981.94755940,366718,704.65014000,73333398.51922510,0
1738188000000,103741.11000000,104010.94000000,103405.77000000,103492.06000000,715.81564000,1738191599999,74224816.59048180,145919,338.68825000,35111875.11801610,0
1738191600000,103492.07000000,104344.64000000,103460.00000000,103733.24000000,654.45356000,1738195199999,68040920.11037550,170174,316.74863000,32931328.76761480,0
1738195200000,103733.25000000,104123.36000000,103278.54000000,104026.04000000,797.51926000,1738198799999,82691359.70247940,203674,437.37815000,45354095.65848270,0
1738198800000,104026.05000000,104555.00000000,103925.00000000,104264.15000000,773.76345000,1738202399999,80707396.00352060,183178,439.48350000,45843259.22036970,0
1738202400000,104264.15000000,104668.35000000,103994.46000000,104663.19000000,823.76503000,1738205999999,85979898.76357400,139919,457.53046000,47758766.30346580,0
1738206000000,104663.19000000,105300.00000000,104493.16000000,105196.00000000,1481.85543000,1738209599999,155489741.18789390,194048,930.50063000,97665511.45375850,0
1738209600000,105196.00000000,105595.81000000,104842.37000000,105478.00000000,858.83312000,1738213199999,90324075.89026330,160171,439.74018000,46260645.82933280,0
1738213200000,105478.00000000,105520.00000000,104996.97000000,105375.70000000,805.90020000,1738216799999,84820598.98315760,126979,338.14349000,35594818.70223660,0
1738216800000,105375.70000000,105580.16000000,105163.44000000,105184.37000000,552.50647000,1738220399999,58202063.75220950,88115,274.74853000,28945480.14391940,0
1738220400000,105184.38000000,105348.00000000,104799.66000000,105132.07000000,577.84515000,1738223999999,60686610.43461020,98064,269.71427000,28327054.45890650,0
1738224000000,105132.07000000,105368.84000000,104925.26000000,105060.01000000,472.13816000,1738227599999,49658576.04147400,98331,232.46588000,24452977.07880310,0
1738227600000,105060.01000000,105534.00000000,105021.36000000,105412.05000000,501.17589000,1738231199999,52784656.05164350,105283,216.80569000,22832861.90712580,0
1738231200000,105412.05000000,105412.06000000,105117.63000000,105345.40000000,363.29061000,1738234799999,38235465.27775180,78135,156.28736000,16446820.24877190,0
1738234800000,105345.41000000,105392.00000000,105078.01000000,105300.63000000,353.61117000,1738238399999,37212275.95291980,74930,118.15919000,12433944.35500570,0
1738238400000,105300.63000000,105312.93000000,104836.85000000,105020.00000000,440.08456000,1738241999999,46230509.54687160,105984,172.24352000,18093626.94411500,0
1738242000000,105020.01000000,105367.57000000,104836.58000000,104879.99000000,806.07062000,1738245599999,84722738.73774080,161243,391.48340000,41143893.05770180,0
1738245600000,104879.99000000,106222.08000000,104660.00000000,105920.57000000,2212.13745000,1738249199999,233412426.59803410,383695,1318.11771000,139134516.67830880,0
1738249200000,105920.57000000,106457.44000000,105353.85000000,105564.00000000,2128.51885000,1738252799999,225443514.48815210,442348,1120.58648000,118714331.96547510,0
1738252800000,105563.99000000,106013.01000000,105455.30000000,105696.96000000,992.31396000,1738256399999,104982860.94657370,224272,588.89520000,62303707.63020680,0
1738256400000,105696.96000000,105698.27000000,104900.14000000,105300.01000000,858.48699000,1738259999999,90344879.26226520,219392,390.48894000,41089034.14624170,0
1738260000000,105300.01000000,105583.39000000,104762.59000000,105578.95000000,669.46961000,1738263599999,70447605.27375400,196049,341.90979000,35981051.44483850,0
1738263600000,105578.96000000,105776.87000000,105231.58000000,105711.27000000,622.48257000,1738267199999,65652871.94514360,166039,335.30832000,35362523.10943510,0
1738267200000,105711.28000000,105821.62000000,104815.82000000,104907.15000000,1118.42753000,1738270799999,117823911.14983320,267107,592.74690000,62446917.92512350,0
1738270800000,104907.10000000,105217.17000000,104805.15000000,105048.89000000,488.85335000,1738274399999,51346252.06333450,134442,258.13444000,27113413.30825560,0
1738274400000,105048.89000000,105351.29000000,104962.11000000,105094.56000000,279.52567000,1738277999999,29387956.38471730,62704,163.03431000,17142301.07688930,0
1738278000000,105094.57000000,105254.00000000,104693.82000000,104722.94000000,395.49962000,1738281599999,41524359.07472350,75973,157.02200000,16491692.34525100,0
1738281600000,104722.94000000,105029.72000000,104400.00000000,104898.49000000,652.01906000,1738285199999,68264096.73115790,139663,317.89595000,33283132.58080910,0
1738285200000,104898.48000000,104908.15000000,104420.97000000,104729.58000000,393.75062000,1738288799999,41205560.62891170,111819,224.81326000,23521938.58909830,0
1738288800000,104729.95000000,104851.99000000,104255.01000000,104341.72000000,583.78993000,1738292399999,61006257.93687100,85949,288.48796000,30149735.42284330,0
1738292400000,104341.73000000,104377.76000000,103930.09000000,104344.46000000,880.98826000,1738295999999,91730245.33962000,118671,391.73442000,40789298.99989900,0
1738296000000,104344.46000000,104547.24000000,103972.13000000,104007.58000000,395.05130000,1738299599999,41181590.55082980,85041,182.52235000,19022365.92132370,0
1738299600000,104007.59000000,104484.09000000,104007.59000000,104319.87000000,359.47579000,1738303199999,37500260.37068000,71380,211.04289000,22015120.72314750,0
